latitude,longitude,spring_count
61.75,-127.25,2
61.75,24.25,1
61.75,25.25,1
61.75,29.25,1
62.25,-146.75,3
62.25,-145.25,3
62.25,24.75,1
62.25,25.25,1
62.25,25.75,2
62.25,30.75,1
62.75,14.25,2
62.75,26.75,1
63.25,-136.25,1
63.25,-125.75,1
63.25,-123.75,1
63.25,10.25,1
63.25,14.75,1
63.25,95.75,1
63.75,-149.25,1
63.75,-135.75,1
63.75,-22.25,1
63.75,11.25,1
64.25,-128.25,1
64.25,-21.25,1
64.25,-20.25,1
64.75,-165.25,1
64.75,-147.75,2
64.75,26.75,1
65.25,-146.25,1
65.75,-150.75,1
65.75,-16.75,1
67.25,15.25,1
67.75,-148.25,1
68.25,-165.75,1
